Omega, iterations to converge (5 trials)
0.60, 11095, 6938, 15059, 14305, 10243
0.63, 11370, 10566, 8036, 13749, 9267
0.66, 12474, 13715, 13356, 11537, 8789
0.69, 4762, 13956, 7822, 8034, 6684
0.73, 11586, 5145, 12256, 12370, 12282
0.77, 11462, 9633, 8739, 4902, 5035
0.80, 4415, 4968, 6606, 6349, 7782
0.84, 9457, 5765, 8606, 5010, 6600
0.89, 4229, 4207, 6245, 3491, 7265
0.93, 7682, 6071, 6164, 7068, 7068
0.98, 7236, 6836, 3585, 7678, 7864
1.03, 5954, 6926, 5940, 5115, 5101
1.08, 4531, 5751, 6222, 5778, 5313
1.13, 4607, 5931, 4661, 3756, 3402
1.19, 4499, 3282, 4642, 5270, 4853
1.25, 4480, 3845, 4834, 3561, 3047
1.31, 2505, 3718, 3137, 3622, 3235
1.38, 3211, 3506, 3344, 3542, 3081
1.44, 3336, 1661, 2154, 1572, 2773
1.52, 2536, 2474, 2027, 2407, 2680
1.59, 2048, 2016, 1925, 2248, 2173
1.67, 1680, 1653, 1735, 1259, 1169
1.76, 1238, 1029, 1316, 1213, 862
1.84, 673, 754, 527, 722, 414
1.94, 284, 380, 272, 289, 284
2.03, 3
2.13, 1
2.24, 1
2.35, 1
2.47, 1
2.59, 1
2.72, 1
2.86, 1
3.00, 1
3.15, 1
3.31, 1
3.48, 1
3.65, 1
3.83, 1
4.02, 1
4.22, 1
4.44, 1
4.66, 1
4.89, 1
5.13, 1
5.39, 1
5.66, 1
5.94, 1
6.24, 1
6.55, 1
