Omega, iterations to converge (5 trials)
0.50, 16438, 28704, 15812, 20034, 23261
0.53, 30309, 32610, 31367, 34158, 13030
0.55, 30688, 14799, 14566, 11093, 13569
0.58, 23335, 29648, 13122, 15053, 30920
0.61, 25669, 23216, 11706, 12044, 28581
0.64, 25630, 18903, 26042, 25376, 24820
0.67, 20740, 10825, 18143, 15404, 21872
0.70, 17282, 13507, 17125, 8251, 25405
0.74, 19354, 7331, 10156, 11187, 16815
0.78, 19291, 8819, 11274, 7243, 22819
0.81, 12785, 9804, 16372, 15510, 19130
0.86, 7601, 14780, 15386, 8805, 16405
0.90, 18798, 13777, 8795, 13969, 12537
0.94, 12326, 13734, 13628, 9875, 7762
0.99, 13250, 5525, 9048, 12932, 11922
1.04, 6863, 5331, 12064, 8595, 4646
1.09, 7159, 5724, 7170, 10536, 5661
1.15, 4202, 8234, 9010, 10265, 6289
1.20, 4873, 3248, 5462, 10383, 4889
1.26, 4218, 9509, 8684, 5552, 3473
1.33, 6920, 4578, 7920, 3151, 3935
1.39, 5748, 6911, 5789, 6746, 5702
1.46, 4164, 3835, 4704, 3524, 6204
1.54, 4997, 2268, 4875, 3232, 3785
1.61, 2506, 3112, 2596, 2793, 3844
1.69, 3215, 1830, 1522, 3350, 2658
1.78, 1484, 1498, 2312, 1280, 2344
1.87, 949, 1409, 1333, 1225, 1218
1.96, 436, 489, 512, 524, 442
2.06, 1
2.16, 1
2.27, 1
2.38, 1
2.50, 1
2.63, 1
2.76, 1
2.90, 1
3.04, 1
3.19, 1
3.35, 1
3.52, 1
3.70, 1
3.88, 1
4.07, 1
4.28, 1
4.49, 1
4.72, 1
4.95, 1
5.20, 1
5.46, 1
