Omega, iterations to converge (5 trials)
1.95000, 516, 543, 391, 593, 540
1.95400, 575, 495, 571, 592, 535
1.95800, 513, 451, 493, 424, 459
1.96200, 472, 451, 451, 484, 455
1.96600, 487, 487, 487, 485, 488
1.97000, 538, 539, 538, 540, 538
1.97400, 613, 614, 614, 613, 613
1.97800, 715, 713, 714, 713, 712
1.98200, 843, 843, 843, 844, 844
1.98600, 1074, 1074, 1075, 1075, 1075
