Omega, Mean iterations to converge
0.65 6693.0
0.68 7673.4
0.72 7426.8
0.75 5240.6
0.79 5802.0
0.83 6418.2
0.87 4845.2
0.91 5182.4
0.96 3418.2
1.01 3336.2
1.06 4054.2
1.11 3676.2
1.17 3364.6
1.23 2743.2
1.29 2420.4
1.35 2091.0
1.42 2003.2
1.49 1532.2
1.56 1250.0
1.64 1178.6
1.72 867.0
1.81 614.2
1.90 310.8
2.00 4158.0
2.10 -1.0
2.20 -1.0
2.31 -1.0
2.43 -1.0
2.55 -1.0
2.68 -1.0
2.81 -1.0
2.95 -1.0
3.10 -1.0
3.25 -1.0
3.41 -1.0
3.59 -1.0
3.76 -1.0
3.95 -1.0
4.15 -1.0
4.36 -1.0
4.58 -1.0
4.80 -1.0
5.05 -1.0
5.30 -1.0
5.56 -1.0
5.84 -1.0
6.13 -1.0
6.44 -1.0
6.76 -1.0
7.10 -1.0
