Omega, Mean iterations to converge
0.10 24254.8
0.11 24284.8
0.11 21016.7
0.12 21731.5
0.12 18513.0
0.13 19695.4
0.13 16222.8
0.14 16860.8
0.15 15631.6
0.16 15269.4
0.16 13778.5
0.17 12860.1
0.18 12882.5
0.19 11785.5
0.20 11478.8
0.21 11293.2
0.22 10916.5
0.23 10259.8
0.24 9238.1
0.25 8724.9
0.27 8169.5
0.28 8340.7
0.29 7386.6
0.31 7118.6
0.32 6910.2
0.34 6511.1
0.36 5670.6
0.37 5039.1
0.39 5550.1
0.41 5131.2
0.43 4967.2
0.45 4420.8
0.48 4108.0
0.50 4126.9
0.53 3569.4
0.55 3615.2
0.58 3168.4
0.61 2962.8
0.64 2970.1
0.67 2690.2
0.70 2451.2
0.74 2197.2
0.78 2075.2
0.81 1870.5
0.86 1758.3
0.90 1814.8
0.94 1536.7
0.99 1366.8
1.04 1281.1
1.09 1106.2
1.15 1021.2
1.20 962.8
1.26 885.3
1.33 810.2
1.39 665.1
1.46 550.1
1.54 465.5
1.61 418.1
1.69 301.6
1.78 215.3
1.87 124.0
1.96 376.9
2.06 -1.0
2.16 -1.0
2.27 -1.0
2.38 -1.0
2.50 -1.0
2.63 -1.0
2.76 -1.0
2.90 -1.0
3.04 -1.0
3.19 -1.0
3.35 -1.0
3.52 -1.0
3.70 -1.0
3.88 -1.0
4.08 -1.0
4.28 -1.0
4.50 -1.0
4.72 -1.0
4.96 -1.0
5.20 -1.0
5.46 -1.0
5.74 -1.0
6.02 -1.0
6.33 -1.0
6.64 -1.0
6.97 -1.0
7.32 -1.0
7.69 -1.0
8.07 -1.0
8.48 -1.0
8.90 -1.0
9.35 -1.0
9.81 -1.0
10.30 -1.0
10.82 -1.0
11.36 -1.0
11.93 -1.0
12.52 -1.0
13.15 -1.0
13.81 -1.0
14.50 -1.0
15.22 -1.0
15.98 -1.0
16.78 -1.0
17.62 -1.0
18.50 -1.0
19.43 -1.0
20.40 -1.0
21.42 -1.0
22.49 -1.0
23.62 -1.0
24.80 -1.0
26.04 -1.0
27.34 -1.0
28.71 -1.0
30.14 -1.0
31.65 -1.0
33.23 -1.0
34.89 -1.0
36.64 -1.0
38.47 -1.0
40.39 -1.0
42.41 -1.0
44.53 -1.0
46.76 -1.0
49.10 -1.0
51.55 -1.0
54.13 -1.0
56.83 -1.0
59.68 -1.0
62.66 -1.0
65.79 -1.0
69.08 -1.0
72.54 -1.0
76.16 -1.0
79.97 -1.0
83.97 -1.0
88.17 -1.0
92.58 -1.0
97.21 -1.0
102.07 -1.0
107.17 -1.0
112.53 -1.0
118.15 -1.0
124.06 -1.0
130.26 -1.0
136.78 -1.0
143.62 -1.0
