
2, 1151, 553
4, 551, 582
6, 565, 559
8, 623, 638
10, 710, 806
12, 765, 832
14, 899, 930
16, 1058, 1075
18, 1215, 1197
20, 1452, 1380
22, 1644, 1589
24, 1861, 1800
26, 3607, 2041
28, 2363, 2311
30, 2665, 2589
32, 2975, 2894
34, 3297, 3210
36, 3784, 3549
38, 4013, 3909
40, 4413, 4286
42, 4814, 4683
44, 5243, 5104
46, 5698, 5539
48, 6003, 6095
50, 6472, 6472
52, 6962, 6965
54, 7476, 7470
56, 8128, 8015
58, 8581, 8560
60, 9137, 9137
62, 9729, 9729
64, 10335, 10324
66, 10964, 10962
68, 11631, 11611
70, 12275, 12307
72, 13006, 12989
74, 13679, 13682
76, 14424, 14410
78, 15184, 15152
80, 16126, 15973
82, 17748, 16744
84, 17571, 17547
86, 30745, 18391
88, 57446, 19206
90, 21973, 20166
92, 46962, 20996
94, 22579, 21955
96, 23542, 22811
98, 24638, 23765
100, 25467, 24780
102, 25757, 25749
104, 26752, 26682
106, 27755, 27712
108, 28805, 28799
110, 29861, 29861
112, 31079, 30916
114, 32036, 32024
116, 33144, 33129
118, 34260, 34275
120, 35420, 35414
122, 36589, 36603
124, 37795, 37795
126, 39094, 43659
128, 40237, 40275
130, 41609, 41522
132, 42769, 42754
134, 44126, 44059
136, 45347, 45361
138, 46681, 46675
140, 48122, 48029
142, 49398, 49407
144, 50874, 50770
146, 52182, 52194
148, 53615, 53635
150, 55050, 55044
152, 56512, 56503
154, 58000, 58005
156, 59479, 59502
158, 61094, 61042
160, 62570, 62579
162, 64119, 64130
164, 65818, 65716
166, 67306, 67300
168, 122104, 68935
170, 70565, 70559
172, 72207, 72239
174, 73903, 73897
176, 75594, 75623
178, 77345, 77380
180, 79065, 79039
182, 80788, 80820
184, 82597, 82592
186, 139362, 84375
188, 86176, 86182
190, 88003, 88049
192, 93327, 89897
194, 91779, 91782
196, 93643, 93623
198, 95569, 95578
200, 97474, 97506
202, 99432, 99429
204, 101389, 101401
206, 103358, 103408
208, 105391, 108712
210, 107407, 107471
212, 109451, 109477
214, 111525, 111528
216, 113659, 113656
218, 115741, 115782
220, 117879, 117916
222, 120002, 120060
224, 122208, 122324
226, 179695, 124462
228, 126640, 126611
230, 128838, 186768
232, 131088, 131053
234, 133368, 133339
236, 190588, 135705
238, 137915, 137955
240, 143091, 140296
242, 142587, 142604
244, 144944, 144956
246, 147427, 147366
248, 149799, 149758
250, 152093, 152125
252, 154532, 157925
254, 157426, 157035
256, 159500, 209359
258, 162066, 161959
260, 164505, 164522
262, 167071, 167089
264, 224874, 169650
266, 172289, 172248
268, 174806, 174791
270, 177393, 177433
272, 234908, 181763
274, 185344, 182679
276, 185353, 185379
278, 188102, 188015
280, 191603, 190846
282, 193511, 193461
284, 196269, 232055
286, 198989, 204806
288, 201715, 228589
290, 204621, 204667
292, 207437, 207497
294, 265399, 210313
296, 213042, 213280
298, 215954, 216081
300, 273939, 219016
302, 283730, 221829
304, 224767, 229665
306, 227716, 227826
308, 230721, 230758
310, 233658, 237031
312, 236680, 236843
314, 239682, 239905
316, 242796, 242857
318, 301521, 245940
320, 248973, 251554
322, 281795, 252155
324, 280792, 255368
326, 261382, 482339
328, 261484, 407116
330, 264720, 417020
332, 267823, 328793
334, 271155, 296461
336, 274424, 309200
338, 277631, 328894
340, 280920, 387094
342, 284226, 411440
344, 342632, 294898
346, 293796, 293825
348, 294257, 299857
350, 297656, 301808
352, 301066, 306561
354, 304476, 308058
356, 307959, 308876
358, 311547, 325739
360, 314876, 321592
362, 373151, 319513
364, 325687, 332493
366, 325693, 332499
368, 328996, 343606
370, 332528, 332920
372, 336194, 347109
374, 339804, 341605
376, 343429, 345767
378, 383641, 364811
380, 377658, 358266
382, 412649, 360539
384, 358147, 380726
386, 361885, 363074
388, 365620, 372360
390, 369375, 373427
392, 373096, 376579
394, 407522, 377493
396, 410492, 392744
398, 384719, 516655
400, 388568, 404019
402, 392457, 397508
404, 396334, 397198
406, 400260, 401534
408, 404207, 406539
410, 466085, 410811
412, 412162, 419290
414, 416147, 420378
416, 519294, 433912
418, 756714, 429179
420, 675729, 429774
422, 475167, 440278
424, 476420, 439619
426, 570389, 452765
428, 664189, 446718
430, 502712, 453986
432, 511992, 474930
434, 457269, 460467
436, 461482, 466267
438, 465684, 474625
440, 469947, 472163
442, 529174, 475405
444, 481385, 479436
446, 482852, 484520
448, 487165, 506569
450, 491610, 505510
452, 495871, 501064
454, 555442, 500806
456, 507450, 507398
458, 509126, 511490
460, 513555, 536775
462, 518038, 520413
464, 522516, 548442
466, 585652, 585863
468, 531581, 540533
470, 536102, 545481
472, 540899, 550536
474, 545231, 555790
476, 605319, 559949
478, 613941, 555297
480, 559117, 580440
482, 563768, 570766
484, 663859, 570635
486, 656635, 586052
488, 614872, 593708
490, 599870, 593308
492, 605502, 592536
494, 705216, 593000
496, 844030, 625460
498, 783649, 618259
500, 685641, 609316
502, 693767, 628676
504, 644150, 680615
506, 649933, 838274
508, 649196, 915796
510, 783348, 899533
512, 858083, 1085574
514, 665135, 658340
516, 666449, 660196
518, 669607, 657009
520, 677814, 666550
522, 679942, 665410
524, 685168, 677092
526, 690420, 677425
528, 699024, 707866
530, 700988, 703348
532, 706251, 714748
534, 711541, 712463
536, 720122, 710798
538, 722262, 714275
540, 727598, 725484
542, 733038, 716711
544, 742104, 751822
546, 743858, 749023
548, 749281, 744659
550, 754785, 739926
552, 764509, 761841
554, 765803, 752805
556, 771304, 772487
558, 776843, 769964
560, 786227, 797018
562, 788034, 802508
564, 1117201, 791004
566, 804080, 802171
568, 804932, 796801
570, 810570, 799086
572, 816271, 805309
574, 826328, 818087
576, 827715, 846881
578, 851219, 826978
580, 823107, 826047
582, 822906, 827222
584, 827193, 884885
586, 832969, 878421
588, 842029, 848542
590, 845205, 851408
592, 850013, 896888
594, 859649, 878349
596, 862402, 875075
598, 1234063, 892187
600, 876156, 900450
602, 878934, 887437
604, 885932, 903845
606, 895592, 899374
608, 897793, 1038811
610, 902430, 1176996
612, 908320, 1058821
614, 917473, 986620
616, 920228, 960485
618, 926486, 964795
620, 989636, 948969
622, 938239, 966523
624, 944254, 989903
626, 953633, 965781
628, 1010487, 983543
630, 962507, 979353
632, 971885, 1003571
634, 974724, 1012993
636, 1150221, 1008045
638, 987119, 1011003
640, 993276, 1706174
