
64, 33219, 17170
128, 85726, 44167
192, 148427, 100305
256, 217598, 342153
320, 324802, 297284
384, 363538, 520793
448, 491692, 659497
512, 696350, 1340110
576, 874309, 903941
640, 999128, 1666032
704, 1424671, 1466208
768, 1942675, 2564261
832, 1907910, 1936820
896, 2224552, 3470137
960, 2302692, 2806849
1024, 2670981, 5467607
1088, 3003588, 5260518
1152, 3406847, 6380542
1216, 3740095, 6476129
1280, 4184180, 7983186
1344, 4680489, 9357720
1408, 5171752, 12201866
1472, 5480797, 12757526
1536, 5958748, 14950639
1600, 6440958, 13889523
1664, 6966339, 16287119
1728, 7566053, 16196694
1792, 8523926, 20480078
1856, 9110599, 20087693
1920, 10159303, 23085745
1984, 10314290, 22685438
2048, 10593050, 104544103
2112, 11339664, 30898287
2176, 11978397, 29001597
2240, 12643260, 29114741
2304, 14019130, 34629790
2368, 14545898, 33593040
2432, 16101594, 35683163
2496, 15859070, 37901326
2560, 16447245, 112243267
