
8, 4822, 1728
16, 1368, 1563
24, 2415, 2853
32, 3564, 3888
40, 5901, 6533
48, 7400, 9799
56, 9155, 9253
64, 11208, 13334
72, 14650, 14937
80, 45002, 17423
88, 20790, 22419
96, 26276, 26076
104, 28956, 29087
112, 32662, 33770
120, 37584, 38520
128, 42572, 40594
136, 48061, 47670
144, 53009, 56512
152, 60668, 61958
160, 65464, 67688
168, 74034, 74419
176, 139014, 82855
184, 87910, 94534
192, 93638, 107262
200, 101862, 112035
208, 111055, 122794
216, 117548, 130375
224, 140287, 169299
232, 137561, 150179
240, 145107, 162385
248, 156289, 174942
256, 195868, 281824
264, 183193, 192261
272, 192017, 202779
280, 226687, 214649
288, 209298, 228024
296, 220669, 241184
304, 232875, 251241
312, 275714, 266985
320, 285638, 281421
328, 268264, 301687
336, 286232, 315740
344, 296005, 328558
352, 307756, 456964
360, 324492, 547346
368, 338464, 373789
376, 516365, 385009
384, 502909, 620840
392, 383063, 420792
400, 399834, 440852
408, 478784, 454925
416, 430232, 478465
424, 447133, 489578
432, 461572, 514955
440, 541171, 526866
448, 499516, 577613
456, 516023, 567503
464, 532239, 591501
472, 552186, 617224
480, 631991, 634418
488, 601979, 649115
496, 609258, 667701
504, 628679, 688022
512, 648599, 1119371
520, 729173, 687830
528, 692035, 716894
536, 709856, 740190
544, 731464, 772684
552, 820114, 812875
560, 774508, 846234
568, 794362, 880999
576, 878781, 1264255
584, 844190, 959453
592, 863556, 947598
600, 918618, 976812
608, 943607, 1008280
616, 933075, 1078939
624, 957220, 1055785
632, 1046711, 1082703
640, 1011195, 1706215
648, 1398295, 1131278
656, 1523909, 1163581
664, 1340783, 1183736
672, 1357484, 1231940
680, 1376473, 1249578
688, 2459722, 1282127
696, 1368205, 1308274
704, 1725697, 2046657
712, 1452624, 1364435
720, 1306890, 1407245
728, 1328684, 1431010
736, 1355051, 1470964
744, 1395488, 1493729
752, 1414147, 1534419
760, 1449657, 2205563
768, 1475566, 3895784
776, 1510485, 1796434
784, 1539273, 1728878
792, 1572962, 1740075
800, 1684934, 1759566
808, 1654612, 1798487
816, 1706815, 1867492
824, 1661766, 1920873
832, 1705951, 3153410
840, 1731726, 2028590
848, 1783691, 2091683
856, 1814573, 2241198
864, 1922357, 2977809
872, 1935170, 3597534
880, 2011257, 5001148
888, 1978675, 3429212
896, 2021511, 3858307
904, 2074668, 2576449
912, 2103900, 2741662
920, 2232962, 3044362
928, 2260668, 3232902
936, 2261002, 3168914
944, 2288300, 3326134
952, 2430608, 3382754
960, 2389652, 5620501
968, 2412846, 3553483
976, 2450616, 3959909
984, 2561050, 4038305
992, 2523348, 5342174
1000, 2571456, 4615437
1008, 2589412, 4185944
1016, 3159703, 4373197
1024, 2908537, 21315559
1032, 2991265, 7266956
1040, 3539223, 6080772
1048, 3165587, 5267188
1056, 2878606, 7462836
1064, 2907076, 5173478
1072, 3090788, 5184376
1080, 3631449, 5318362
1088, 3353734, 7475463
1096, 3099676, 5424508
1104, 3167440, 5765368
1112, 3136384, 6612319
1120, 3191870, 7048128
1128, 3240109, 6119594
1136, 3339312, 6179502
1144, 3326946, 6363855
1152, 3313351, 9806120
1160, 3518845, 7655797
1168, 3523424, 6629313
1176, 3629352, 6627616
1184, 3564404, 8842891
1192, 3623782, 6863673
1200, 3728010, 6981422
1208, 3788728, 7186147
1216, 3759618, 9942615
1224, 4217003, 7349591
1232, 4467742, 7912067
1240, 3928893, 7687937
1248, 3963586, 11478110
1256, 3945847, 9619613
1264, 4823877, 8263431
1272, 4298029, 8154106
1280, 4305560, 12195825
