
2, 1067, 588
4, 600, 553
6, 580, 643
8, 678, 652
10, 27758, 739
12, 800, 846
14, 901, 907
16, 1046, 1055
18, 1203, 1218
20, 1386, 1409
22, 1580, 1626
24, 1812, 1853
26, 2047, 2105
28, 2299, 2386
30, 2639, 2659
32, 2882, 2972
34, 3207, 3291
36, 3543, 3639
38, 3894, 4019
40, 4277, 4387
42, 4674, 4814
44, 5092, 5228
46, 5530, 5681
48, 5979, 6159
50, 6455, 6646
52, 6965, 7160
54, 7470, 7682
56, 8001, 8236
58, 8555, 8798
60, 9129, 9390
62, 9732, 9993
64, 10384, 10628
66, 11080, 11310
68, 11631, 11979
70, 12293, 12632
72, 12986, 13369
74, 13690, 14111
76, 14436, 14874
78, 15184, 15619
80, 15999, 16434
82, 16785, 17223
84, 47006, 18035
86, 18960, 18916
88, 45579, 19769
90, 20163, 20688
92, 21062, 21639
94, 21906, 22533
96, 22854, 23521
98, 23811, 24470
100, 24757, 25409
102, 25746, 26482
104, 26755, 27521
106, 27764, 28544
108, 28805, 29574
110, 59368, 30661
112, 56521, 31827
114, 59566, 32941
116, 34147, 34095
118, 59789, 35269
120, 35426, 36473
122, 36603, 37656
124, 79784, 38891
126, 40133, 40121
128, 41438, 41409
130, 68883, 42676
132, 42757, 43993
134, 44071, 45327
136, 45367, 46669
138, 46687, 48041
140, 48041, 49404
142, 49392, 50813
144, 50787, 52231
146, 52179, 53679
148, 53621, 55172
150, 110765, 56651
152, 87153, 58139
154, 59655, 59658
156, 61201, 61204
158, 62750, 62767
160, 64345, 64388
162, 66062, 65957
164, 67584, 67587
166, 69339, 69237
168, 70899, 70919
170, 72566, 72589
172, 74283, 74280
174, 76087, 76011
176, 77749, 77780
178, 79549, 136250
180, 107909, 81301
182, 80910, 83140
184, 82612, 88093
186, 84395, 86846
188, 140545, 88731
190, 88017, 90590
192, 89873, 92568
194, 91741, 94418
196, 119868, 96349
198, 95560, 98370
200, 97477, 100334
202, 103425, 102352
204, 101453, 104394
206, 103419, 106412
208, 135314, 166326
210, 110524, 196045
212, 112609, 259793
214, 114729, 114811
216, 116893, 142239
218, 184257, 115744
220, 154732, 117951
222, 131010, 120091
224, 155944, 122295
226, 127953, 152305
228, 130215, 152267
230, 190095, 128887
232, 134789, 134078
234, 137207, 133385
236, 139455, 135647
238, 171917, 137996
240, 228296, 140435
242, 149663, 142624
244, 200619, 144950
246, 172141, 147363
248, 193925, 149761
250, 188639, 152183
252, 188755, 154538
254, 198316, 157046
256, 204307, 203736
258, 178744, 162057
260, 179481, 164572
262, 296545, 167011
264, 175470, 224439
266, 177132, 172245
268, 212326, 177604
270, 211990, 177517
272, 195103, 181624
274, 188352, 182679
276, 190846, 185434
278, 196367, 188088
280, 197197, 190817
282, 200123, 193514
284, 205354, 196295
286, 205563, 199018
288, 208440, 202335
290, 276068, 204586
292, 228250, 207564
294, 226553, 265286
296, 284350, 213219
298, 296359, 216160
300, 416396, 218973
302, 228801, 221931
304, 231518, 229427
306, 239377, 227789
308, 238565, 230854
310, 240401, 263204
312, 243501, 313922
314, 246656, 269842
316, 249774, 327363
318, 311251, 320853
320, 260565, 337719
