
64, 19285, 19055
128, 69347, 61253
192, 122820, 203272
256, 205873, 599508
320, 307159, 631941
384, 502468, 874115
448, 569098, 744598
512, 729471, 1921589
576, 916632, 1410185
640, 1105564, 2010642
704, 1322820, 2334413
768, 1548768, 3262363
832, 1784343, 3575091
896, 2071119, 5607179
960, 2343907, 6503899
1024, 2700149, 14776103
1088, 3038303, 12237768
1152, 3393646, 9400805
1216, 3878587, 10197252
1280, 4266230, 12624393
1344, 4610889, 14794564
1408, 5163945, 14669960
1472, 6711035, 15715329
1536, 6476030, 48065742
1600, 6707946, 20599117
1664, 7072781, 21932505
1728, 7740917, 22711993
1792, 9045407, 31167413
1856, 9100437, 27151250
1920, 9440381, 29786085
1984, 10109139, 29811686
2048, 10728245, 113467960
2112, 11362084, 36100113
2176, 13385390, 39467811
2240, 12852657, 40986744
2304, 14550547, 61941381
2368, 15569795, 44628198
2432, 15596162, 50539109
2496, 16121932, 51626153
2560, 18778993, 168413210
2624, 17862492, 57156459
2688, 18436419, 63312788
2752, 19713715, 61111592
2816, 21569431, 131041540
2880, 22466534, 68500157
2944, 22474019, 77916704
3008, 22978933, 74052477
3072, 25350402, 282628684
3136, 26264754, 84048835
3200, 26161395, 92213591
3264, 28561070, 85463585
3328, 28824950, 243816879
3392, 30951462, 98084185
3456, 31048800, 135014224
3520, 31624964, 104603986
3584, 35260972, 311403638
3648, 34023597, 108674388
3712, 35850365, 129899302
3776, 38134196, 122251663
3840, 38091137, 431761410
3904, 40539506, 133556655
3968, 40871234, 197915064
4032, 43763546, 132871718
4096, 43129832, 491971300
4160, 45714793, 143800690
4224, 46591063, 197979998
4288, 48767748, 157803990
4352, 48977575, 547965805
4416, 51340318, 181948569
4480, 53178831, 256680798
4544, 55101093, 174351865
4608, 54997801, 520059389
4672, 58556069, 186557377
4736, 59621245, 329085051
4800, 69867098, 196059714
4864, 62556175, 584466147
4928, 63711204, 213780120
4992, 66498763, 315759049
5056, 68116786, 223070499
5120, 68423954, 941653371
5184, 69818903, 241613874
5248, 72822935, 342641635
5312, 75116084, 246234693
5376, 76654960, 711958082
5440, 77175649, 250238097
5504, 80518932, 483306404
5568, 82556799, 278406023
5632, 83374135, 801948640
5696, 85839048, 296683725
5760, 87676198, 579398922
5824, 89651412, 333198556
5888, 94893225, 882969339
5952, 93010850, 315465883
6016, 95035412, 711871888
6080, 97199166, 338879645
6144, 100542373, 1140863511
6208, 102265852, 347042538
6272, 102704022, 787384507
6336, 104706260, 367446573
6400, 106917269, 988957579
6464, 110420405, 379264473
6528, 111348463, 931107602
6592, 114054155, 426730296
6656, 117609105, 1141937384
6720, 119143136, 447351030
6784, 121151374, 1039417066
6848, 121795560, 440874785
6912, 127627019, 1194499928
6976, 127412515, 497245315
7040, 129751336, 1189314371
7104, 134855159, 474711196
7168, 134357116, 1435903885
7232, 139804719, 519264157
7296, 139764954, 1273931105
7360, 142307918, 561179307
7424, 145251717, 1348351839
7488, 147664253, 593117210
7552, 151368579, 1442000007
7616, 155845820, 772972429
7680, 156058050, 2057860178
7744, 160084553, 816483281
7808, 162699019, 1606233535
7872, 163879814, 704115194
7936, 167613379, 1517085911
8000, 175185563, 704317171
8064, 180278671, 1582258893
8128, 181541035, 823930017
8192, 183638921, 1960002349
8256, 200776604, 860182748
8320, 185529225, 1675583500
8384, 185398728, 913429356
8448, 196831514, 1721530088
8512, 196036650, 894094873
8576, 216013460, 1846862590
8640, 224286107, 1121636569
8704, 203008053, 2641380772
8768, 206682727, 1292634759
8832, 213034336, 2234018967
8896, 212109477, 1028702833
8960, 219175767, 2001192800
9024, 218037245, 953550995
9088, 220150579, 2020429556
9152, 221802179, 999133119
9216, 222942702, 2450439230
9280, 226878631, 1062781023
9344, 231637166, 2106434917
9408, 238366413, 1089803707
9472, 235855460, 2312413310
9536, 237451121, 1239002475
9600, 243540816, 2249065422
9664, 244523771, 1189185788
9728, 249305581, 2562910148
9792, 251535789, 1260507770
9856, 254515260, 2428975321
9920, 258498752, 1301095738
9984, 263244260, 2615088499
10048, 266166109, 1372902708
10112, 269326616, 2529230081
10176, 272557152, 1513654391
10240, 275957686, 3434858318
