Omega, iterations to converge (10 trials)
0.09, 43062, 44393, 42652, 51233, 41183, 43931, 25230, 31575, 44538, 39642
0.09, 28144, 21202, 37197, 35850, 43973, 41551, 49930, 40150, 26188, 45456
0.10, 31102, 38242, 40538, 28559, 41274, 38186, 45872, 41425, 35531, 20739
0.10, 32347, 34011, 42837, 29226, 39435, 42768, 27397, 39201, 35220, 42310
0.11, 44525, 34965, 38972, 32231, 40362, 30636, 37416, 36634, 31472, 27448
0.11, 22459, 33832, 30217, 29250, 22749, 33554, 34136, 27184, 34161, 34090
0.12, 36837, 30439, 30731, 38904, 34444, 25894, 30311, 33022, 38854, 31169
0.13, 32400, 31268, 34356, 27657, 30684, 25632, 31962, 26373, 35601, 25340
0.13, 33917, 30940, 30152, 29306, 22424, 32255, 18365, 23524, 28845, 18380
0.14, 26969, 13905, 31511, 13572, 26506, 30907, 34613, 25173, 32246, 13556
0.15, 26423, 13044, 30375, 9948, 24298, 22616, 23226, 16949, 15503, 25313
0.15, 15330, 26520, 22426, 25460, 25180, 20285, 22541, 17662, 24505, 28741
0.16, 21219, 16123, 18320, 25384, 24086, 18063, 11284, 17172, 23047, 23892
0.17, 23981, 23397, 18630, 21342, 22955, 22606, 21740, 23966, 22048, 20197
0.18, 22167, 13434, 19396, 20320, 13129, 13340, 20078, 21656, 22185, 18401
0.19, 14405, 16310, 21012, 18240, 22642, 19755, 21925, 15354, 17891, 21574
0.20, 16928, 15866, 23116, 21314, 17629, 10410, 18366, 16932, 20669, 17567
0.21, 10695, 21250, 20218, 18301, 11424, 15937, 15833, 11435, 19461, 19140
0.22, 11522, 13448, 15839, 19016, 18870, 20639, 10071, 17630, 9475, 17202
0.23, 14675, 6711, 15250, 15181, 9931, 15056, 17213, 18136, 18401, 18660
