Omega, iterations to converge (10 trials)
0.50, 233, 278, 271, 245, 265, 197, 197, 272, 218, 273
0.53, 221, 249, 226, 232, 214, 225, 210, 225, 205, 242
0.55, 163, 201, 138, 194, 191, 223, 233, 166, 227, 214
0.58, 210, 206, 205, 196, 212, 197, 213, 189, 202, 211
0.61, 193, 174, 194, 197, 197, 169, 197, 197, 193, 195
0.64, 178, 171, 156, 183, 178, 141, 160, 188, 193, 190
0.67, 130, 145, 160, 164, 147, 170, 183, 178, 173, 141
0.70, 142, 168, 160, 92, 147, 162, 158, 165, 161, 160
0.74, 154, 133, 136, 149, 153, 113, 158, 129, 149, 138
0.78, 108, 131, 146, 147, 133, 119, 125, 111, 131, 134
0.81, 99, 120, 138, 130, 135, 117, 121, 127, 108, 123
0.86, 121, 116, 117, 99, 115, 107, 117, 116, 115, 124
0.90, 103, 113, 97, 100, 108, 106, 94, 111, 84, 107
0.94, 87, 96, 98, 87, 93, 103, 97, 86, 92, 103
0.99, 87, 80, 81, 74, 89, 63, 92, 92, 87, 82
1.04, 68, 79, 85, 77, 77, 54, 65, 83, 77, 75
1.09, 56, 60, 68, 67, 70, 66, 72, 67, 77, 76
1.15, 61, 60, 61, 64, 60, 65, 57, 66, 65, 50
1.20, 61, 50, 47, 54, 55, 45, 55, 59, 57, 61
1.26, 52, 50, 47, 51, 52, 44, 46, 50, 50, 52
