Omega, Mean iterations to converge
0.30 3206.2
0.32 3206.0
0.33 2773.5
0.35 2683.6
0.36 2444.8
0.38 2361.0
0.40 2243.6
0.42 2253.6
0.44 2068.1
0.47 1873.2
0.49 1893.6
0.51 1686.0
0.54 1645.3
0.57 1493.3
0.59 1303.4
0.62 1252.8
0.65 1269.4
0.69 1084.0
0.72 1046.5
0.76 999.1
0.80 870.4
0.84 820.8
0.88 773.0
0.92 675.0
0.97 682.3
1.02 571.9
1.07 528.5
1.12 467.0
1.18 441.4
1.23 388.1
1.30 341.9
1.36 291.6
1.43 269.1
1.50 218.4
1.58 179.8
1.65 143.2
1.74 96.0
1.82 84.7
1.92 170.8
2.01 -1.0
2.11 -1.0
2.22 -1.0
2.33 -1.0
2.44 -1.0
2.57 -1.0
2.70 -1.0
2.83 -1.0
2.97 -1.0
3.12 -1.0
3.28 -1.0
3.44 -1.0
3.61 -1.0
3.79 -1.0
3.98 -1.0
4.18 -1.0
4.39 -1.0
4.61 -1.0
4.84 -1.0
5.08 -1.0
5.34 -1.0
5.60 -1.0
5.88 -1.0
6.18 -1.0
6.49 -1.0
6.81 -1.0
7.15 -1.0
7.51 -1.0
7.89 -1.0
8.28 -1.0
8.69 -1.0
9.13 -1.0
9.58 -1.0
10.06 -1.0
10.57 -1.0
11.10 -1.0
11.65 -1.0
12.23 -1.0
12.84 -1.0
13.49 -1.0
14.16 -1.0
14.87 -1.0
15.61 -1.0
16.39 -1.0
17.21 -1.0
18.07 -1.0
18.98 -1.0
19.93 -1.0
20.92 -1.0
21.97 -1.0
23.07 -1.0
24.22 -1.0
25.43 -1.0
26.70 -1.0
28.04 -1.0
29.44 -1.0
30.91 -1.0
32.46 -1.0
34.08 -1.0
35.78 -1.0
37.57 -1.0
39.45 -1.0
41.42 -1.0
43.49 -1.0
45.67 -1.0
47.95 -1.0
50.35 -1.0
52.87 -1.0
55.51 -1.0
58.29 -1.0
61.20 -1.0
64.26 -1.0
67.47 -1.0
70.85 -1.0
74.39 -1.0
78.11 -1.0
82.01 -1.0
86.12 -1.0
90.42 -1.0
94.94 -1.0
99.69 -1.0
104.67 -1.0
109.91 -1.0
115.40 -1.0
121.17 -1.0
127.23 -1.0
133.59 -1.0
140.27 -1.0
147.29 -1.0
154.65 -1.0
162.38 -1.0
170.50 -1.0
179.03 -1.0
187.98 -1.0
197.38 -1.0
207.25 -1.0
217.61 -1.0
228.49 -1.0
239.91 -1.0
251.91 -1.0
264.50 -1.0
277.73 -1.0
291.62 -1.0
306.20 -1.0
321.51 -1.0
337.58 -1.0
354.46 -1.0
372.19 -1.0
390.79 -1.0
410.33 -1.0
430.85 -1.0
